id	desc	common.n	target.n	p-value	genes	p-adjust
17766410	https://pubmed.ncbi.nlm.nih.gov/17766410	5	5	6.673839412551992e-09	b0095, b0084, b3463, b3017, b3462	1.1870535701792475e-07
20497333	https://pubmed.ncbi.nlm.nih.gov/20497333	5	5	6.673839412551992e-09	b0095, b0084, b3933, b2910, b0089	1.1714344442558365e-07
10231488	https://pubmed.ncbi.nlm.nih.gov/10231488	5	6	3.9292558359131175e-08	b0095, b1174, b0094, b1175, b1176	6.80730816247805e-07
17233825	https://pubmed.ncbi.nlm.nih.gov/17233825	5	6	3.9292558359131175e-08	b0739, b0740, b0741, b0737, b0738	6.720034980907819e-07
12107141	https://pubmed.ncbi.nlm.nih.gov/12107141	5	6	3.9292558359131175e-08	b0635, b0095, b0084, b0093, b0094	6.634971246972277e-07
16294310	https://pubmed.ncbi.nlm.nih.gov/16294310	7	17	5.349569849628618e-08	b0742, b0739, b0740, b0924, b0741, b0737, b0738	8.920407724255721e-07
6451612	https://pubmed.ncbi.nlm.nih.gov/6451612	5	7	1.349474055482531e-07	b0632, b0635, b0634, b0839, b3182	2.2224671481650572e-06
15516588	https://pubmed.ncbi.nlm.nih.gov/15516588	4	4	2.9378513495662553e-07	b0094, b0095, b0084, b3933	4.779382561367542e-06
11102351	https://pubmed.ncbi.nlm.nih.gov/11102351	4	4	2.9378513495662553e-07	b0094, b0635, b0095, b0093	4.721799638941427e-06
17326815	https://pubmed.ncbi.nlm.nih.gov/17326815	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	4.665587738477839e-06
11731315	https://pubmed.ncbi.nlm.nih.gov/11731315	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	4.6106984709663345e-06
14517265	https://pubmed.ncbi.nlm.nih.gov/14517265	4	4	2.9378513495662553e-07	b3250, b0924, b3249, b3251	4.557085698048122e-06
17586646	https://pubmed.ncbi.nlm.nih.gov/17586646	4	4	2.9378513495662553e-07	b3189, b3396, b0084, b0149	4.504705402668258e-06
16640589	https://pubmed.ncbi.nlm.nih.gov/16640589	4	4	2.9378513495662553e-07	b0094, b0093, b0087, b0089	4.453515568547028e-06
18539032	https://pubmed.ncbi.nlm.nih.gov/18539032	4	4	2.9378513495662553e-07	b0632, b0839, b3182, b2010	4.403476067776837e-06
2066344	https://pubmed.ncbi.nlm.nih.gov/2066344	4	4	2.9378513495662553e-07	b3396, b0635, b0149, b0634	4.35454855591265e-06
16978365	https://pubmed.ncbi.nlm.nih.gov/16978365	4	4	2.9378513495662553e-07	b2134, b0839, b3182, b0632	4.306696373979544e-06
11254986	https://pubmed.ncbi.nlm.nih.gov/11254986	4	4	2.9378513495662553e-07	b0924, b1175, b1176, b0095	4.25988445687107e-06
7025060	https://pubmed.ncbi.nlm.nih.gov/7025060	4	4	2.9378513495662553e-07	b3396, b3017, b3182, b0149	4.214079247657403e-06
3090016	https://pubmed.ncbi.nlm.nih.gov/3090016	4	4	2.9378513495662553e-07	b3396, b2519, b0149, b0632	4.169248617363175e-06
9791176	https://pubmed.ncbi.nlm.nih.gov/9791176	4	4	2.9378513495662553e-07	b0094, b0095, b0093, b0092	4.125361789811984e-06
11169104	https://pubmed.ncbi.nlm.nih.gov/11169104	4	4	2.9378513495662553e-07	b0093, b1175, b1176, b1174	4.082389271168109e-06
12766229	https://pubmed.ncbi.nlm.nih.gov/12766229	4	4	2.9378513495662553e-07	b3251, b1175, b1176, b1174	4.040302783836479e-06
17369299	https://pubmed.ncbi.nlm.nih.gov/17369299	4	4	2.9378513495662553e-07	b1113, b1678, b1990, b0819	3.999075204409576e-06
11069653	https://pubmed.ncbi.nlm.nih.gov/11069653	4	4	2.9378513495662553e-07	b0740, b0737, b0739, b0738	3.958680505375136e-06
9166795	https://pubmed.ncbi.nlm.nih.gov/9166795	4	4	2.9378513495662553e-07	b0091, b0085, b0086, b0088	3.9190937003213845e-06
19804894	https://pubmed.ncbi.nlm.nih.gov/19804894	4	4	2.9378513495662553e-07	b0088, b0085, b0086, b0091	3.8802907923974105e-06
2197603	https://pubmed.ncbi.nlm.nih.gov/2197603	4	4	2.9378513495662553e-07	b0090, b0089, b0091, b0092	3.842248725805279e-06
17938168	https://pubmed.ncbi.nlm.nih.gov/17938168	4	4	2.9378513495662553e-07	b3396, b0084, b3933, b0149	3.8049453401178493e-06
21183073	https://pubmed.ncbi.nlm.nih.gov/21183073	4	4	2.9378513495662553e-07	b3396, b3147, b1105, b0149	3.7683593272321007e-06
10931285	https://pubmed.ncbi.nlm.nih.gov/10931285	4	4	2.9378513495662553e-07	b0924, b1175, b1176, b0095	3.7324701907822713e-06
16803586	https://pubmed.ncbi.nlm.nih.gov/16803586	4	4	2.9378513495662553e-07	b0084, b3933, b0149, b0089	3.697258207850363e-06
12444970	https://pubmed.ncbi.nlm.nih.gov/12444970	4	4	2.9378513495662553e-07	b2010, b0839, b3182, b0632	3.662704392823724e-06
12057958	https://pubmed.ncbi.nlm.nih.gov/12057958	4	4	2.9378513495662553e-07	b2010, b0839, b3182, b0632	3.6287904632605415e-06
2137246	https://pubmed.ncbi.nlm.nih.gov/2137246	4	4	2.9378513495662553e-07	b1175, b1176, b1174, b1575	3.595498807634298e-06
4871206	https://pubmed.ncbi.nlm.nih.gov/4871206	4	4	2.9378513495662553e-07	b0632, b0839, b3182, b1192	3.5628124548376225e-06
21183074	https://pubmed.ncbi.nlm.nih.gov/21183074	4	4	2.9378513495662553e-07	b3396, b3147, b1105, b0149	3.5307150453345807e-06
23301723	https://pubmed.ncbi.nlm.nih.gov/23301723	4	4	2.9378513495662553e-07	b0634, b0635, b2516, b3251	3.499190803858379e-06
18394147	https://pubmed.ncbi.nlm.nih.gov/18394147	4	4	2.9378513495662553e-07	b0094, b0095, b2412, b3928	3.4682245135587474e-06
18978050	https://pubmed.ncbi.nlm.nih.gov/18978050	4	4	2.9378513495662553e-07	b0093, b0084, b4520, b0083	3.4378014915099866e-06
14729705	https://pubmed.ncbi.nlm.nih.gov/14729705	4	4	2.9378513495662553e-07	b0094, b3462, b2412, b3463	3.4079075654968562e-06
15576782	https://pubmed.ncbi.nlm.nih.gov/15576782	4	4	2.9378513495662553e-07	b2134, b3182, b2010, b0632	3.3785290520011937e-06
16980443	https://pubmed.ncbi.nlm.nih.gov/16980443	4	4	2.9378513495662553e-07	b0094, b2748, b0093, b0083	3.3496527353174227e-06
11673433	https://pubmed.ncbi.nlm.nih.gov/11673433	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	3.321265847729987e-06
9393861	https://pubmed.ncbi.nlm.nih.gov/9393861	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	3.2933560506902392e-06
15317782	https://pubmed.ncbi.nlm.nih.gov/15317782	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b2910	3.2659114169344872e-06
19884039	https://pubmed.ncbi.nlm.nih.gov/19884039	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	3.2389204134887476e-06
18178745	https://pubmed.ncbi.nlm.nih.gov/18178745	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	3.212371885509332e-06
17513471	https://pubmed.ncbi.nlm.nih.gov/17513471	4	4	2.9378513495662553e-07	b0632, b0095, b2134, b3251	3.186255040911695e-06
16846247	https://pubmed.ncbi.nlm.nih.gov/16846247	4	4	2.9378513495662553e-07	b0095, b1175, b1174, b0634	3.1605594357430522e-06
16553881	https://pubmed.ncbi.nlm.nih.gov/16553881	4	4	2.9378513495662553e-07	b0890, b3811, b0095, b2894	3.1352749602571076e-06
8955390	https://pubmed.ncbi.nlm.nih.gov/8955390	4	4	2.9378513495662553e-07	b0839, b3182, b2010, b0632	3.1103918256518924e-06
12562782	https://pubmed.ncbi.nlm.nih.gov/12562782	4	4	2.9378513495662553e-07	b0839, b3182, b2010, b0632	3.085900551434161e-06
11953319	https://pubmed.ncbi.nlm.nih.gov/11953319	4	4	2.9378513495662553e-07	b1175, b1176, b1174, b0634	3.0617919533760818e-06
25500731	https://pubmed.ncbi.nlm.nih.gov/25500731	4	4	2.9378513495662553e-07	b0095, b1175, b1176, b1174	3.038057132032081e-06
30622193	https://pubmed.ncbi.nlm.nih.gov/30622193	4	4	2.9378513495662553e-07	b2748, b3933, b0149, b0083	3.0146874617856805e-06
1630901	https://pubmed.ncbi.nlm.nih.gov/1630901	12	83	3.781946165037689e-07	b0095, b0084, b0085, b0093, b0091, b0088, b0090, b0094, b0092, b0087, b0086, b0089	3.851233728366624e-06
1937035	https://pubmed.ncbi.nlm.nih.gov/1937035	4	5	1.4422303171329197e-06	b3250, b3247, b3249, b3251	1.4575266992843296e-05
9324260	https://pubmed.ncbi.nlm.nih.gov/9324260	4	5	1.4422303171329197e-06	b2134, b0632, b3396, b0376	1.4465678519212893e-05
3294803	https://pubmed.ncbi.nlm.nih.gov/3294803	4	5	1.4422303171329197e-06	b0740, b0737, b0739, b0738	1.4357725694442648e-05
11418549	https://pubmed.ncbi.nlm.nih.gov/11418549	4	5	1.4422303171329197e-06	b0737, b0739, b0738, b0741	1.425137217078011e-05
10476030	https://pubmed.ncbi.nlm.nih.gov/10476030	4	5	1.4422303171329197e-06	b0094, b0093, b0084, b0095	1.4146582669524374e-05
16339737	https://pubmed.ncbi.nlm.nih.gov/16339737	4	5	1.4422303171329197e-06	b2010, b2519, b0839, b3182	1.4043322942009598e-05
10542235	https://pubmed.ncbi.nlm.nih.gov/10542235	4	5	1.4422303171329197e-06	b0635, b2519, b0149, b3208	1.394155973228489e-05
9723920	https://pubmed.ncbi.nlm.nih.gov/9723920	4	5	1.4422303171329197e-06	b0094, b0635, b0095, b0093	1.3841260741405143e-05
16262780	https://pubmed.ncbi.nlm.nih.gov/16262780	4	5	1.4422303171329197e-06	b1175, b3251, b1176, b1174	1.374239459325225e-05
19880599	https://pubmed.ncbi.nlm.nih.gov/19880599	4	5	1.4422303171329197e-06	b3388, b0093, b3933, b2314	1.3644930801810743e-05
9068659	https://pubmed.ncbi.nlm.nih.gov/9068659	5	10	1.5301072302308217e-06	b0742, b0739, b0740, b0737, b0738	1.4374387641745888e-05
15528434	https://pubmed.ncbi.nlm.nih.gov/15528434	4	6	4.248105834680497e-06	b0095, b1175, b1176, b3251	3.962918310114533e-05
16855223	https://pubmed.ncbi.nlm.nih.gov/16855223	4	6	4.248105834680497e-06	b0632, b3182, b2134, b2010	3.935398044072072e-05
26818444	https://pubmed.ncbi.nlm.nih.gov/26818444	4	6	4.248105834680497e-06	b0956, b0924, b0923, b0922	3.908257367906057e-05
12900028	https://pubmed.ncbi.nlm.nih.gov/12900028	10	72	5.5046591119922496e-06	b0093, b0095, b2910, b3388, b3251, b1174, b1175, b3462, b1575, b2412	5.0295994899983976e-05
19880597	https://pubmed.ncbi.nlm.nih.gov/19880597	5	13	7.384186948462757e-06	b0095, b0093, b0084, b2412, b0083	6.701024074319263e-05
10037771	https://pubmed.ncbi.nlm.nih.gov/10037771	4	7	9.732317073523485e-06	b3396, b2519, b0635, b0149	8.772237146000221e-05
17483214	https://pubmed.ncbi.nlm.nih.gov/17483214	4	7	9.732317073523485e-06	b0632, b0095, b0958, b0084	8.713363071194851e-05
10869074	https://pubmed.ncbi.nlm.nih.gov/10869074	3	3	1.2804877346846862e-05	b0095, b1175, b1176	0.0001138780425379581
2995680	https://pubmed.ncbi.nlm.nih.gov/2995680	3	3	1.2804877346846862e-05	b0094, b0095, b0093	0.00011312388331585241
18783171	https://pubmed.ncbi.nlm.nih.gov/18783171	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00011237964724140602
12093736	https://pubmed.ncbi.nlm.nih.gov/12093736	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00011164513974309617
15458408	https://pubmed.ncbi.nlm.nih.gov/15458408	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00011092017130320594
21231967	https://pubmed.ncbi.nlm.nih.gov/21231967	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00011020455729479816
15636744	https://pubmed.ncbi.nlm.nih.gov/15636744	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010949811782495971
15629934	https://pubmed.ncbi.nlm.nih.gov/15629934	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.0001088006775840364
1836760	https://pubmed.ncbi.nlm.nih.gov/1836760	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010811206570059313
25497011	https://pubmed.ncbi.nlm.nih.gov/25497011	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010743211560184727
17406084	https://pubmed.ncbi.nlm.nih.gov/17406084	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010676066487933571
2211499	https://pubmed.ncbi.nlm.nih.gov/2211499	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010609755515958829
10220403	https://pubmed.ncbi.nlm.nih.gov/10220403	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010544263197959084
10096083	https://pubmed.ncbi.nlm.nih.gov/10096083	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010479574466683261
11806906	https://pubmed.ncbi.nlm.nih.gov/11806906	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010415674622374216
19903201	https://pubmed.ncbi.nlm.nih.gov/19903201	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010352549321632554
12688905	https://pubmed.ncbi.nlm.nih.gov/12688905	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010290184566682961
12519187	https://pubmed.ncbi.nlm.nih.gov/12519187	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010228566695026177
12675792	https://pubmed.ncbi.nlm.nih.gov/12675792	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010167682369460545
18467579	https://pubmed.ncbi.nlm.nih.gov/18467579	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010107518568457819
11430835	https://pubmed.ncbi.nlm.nih.gov/11430835	3	3	1.2804877346846862e-05	b1175, b1176, b1174	0.00010048062576878656
6327636	https://pubmed.ncbi.nlm.nih.gov/6327636	3	3	1.2804877346846862e-05	b1175, b1176, b1174	9.989301977013868e-05
15840714	https://pubmed.ncbi.nlm.nih.gov/15840714	3	3	1.2804877346846862e-05	b1175, b1176, b1174	9.931224639938206e-05
1856170	https://pubmed.ncbi.nlm.nih.gov/1856170	3	3	1.2804877346846862e-05	b1175, b1176, b1174	9.873818717163997e-05
10540287	https://pubmed.ncbi.nlm.nih.gov/10540287	3	3	1.2804877346846862e-05	b1175, b1176, b1174	9.817072632582594e-05
19342013	https://pubmed.ncbi.nlm.nih.gov/19342013	3	3	1.2804877346846862e-05	b1175, b1176, b1174	9.760975074682123e-05
