id	desc	common.n	target.n	p-value	genes	p-adjust
15852340	https://pubmed.ncbi.nlm.nih.gov/15852340	30	172	4.708309035546806e-16	b3341, b3231, b3297, b2606, b3303, b2185, b4200, b3309, b3342, b4203, b3230, b3296, b3320, b2996, b3319, b3315, b0742, b3314, b3306, b2922, b3302, b3294, b3305, b3301, b3985, b3984, b0169, b3308, b3637, b3313	1.926252314248708e-14
19151138	https://pubmed.ncbi.nlm.nih.gov/19151138	14	27	2.8628809648580113e-15	b3894, b1971, b3838, b2206, b1587, b0894, b2997, b3836, b1872, b0972, b1588, b0997, b3839, b1474	1.1377906920335696e-13
7556101	https://pubmed.ncbi.nlm.nih.gov/7556101	9	9	1.3366783858511671e-14	b3341, b3314, b3311, b3310, b3305, b3312, b3299, b3319, b3637	5.164776763108259e-13
12940994	https://pubmed.ncbi.nlm.nih.gov/12940994	10	13	9.788357634122264e-14	b3838, b4483, b3017, b0627, b2996, b2997, b3836, b0972, b0997, b3839	3.6798933700173155e-12
2660905	https://pubmed.ncbi.nlm.nih.gov/2660905	8	8	4.800903202515442e-13	b3318, b3231, b3311, b3636, b3936, b3303, b3307, b4203	1.7573832512365736e-11
12150913	https://pubmed.ncbi.nlm.nih.gov/12150913	9	12	2.726834855377069e-12	b3342, b3065, b3314, b3306, b3296, b3311, b3303, b3316, b2609	9.725710984178213e-11
17277072	https://pubmed.ncbi.nlm.nih.gov/17277072	10	18	1.3202188325360346e-11	b3065, b3296, b3203, b3297, b3230, b3298, b3311, b0023, b3165, b4200	4.59106099014406e-10
440091	https://pubmed.ncbi.nlm.nih.gov/440091	7	7	1.7104705542185184e-11	b3318, b3341, b3307, b3315, b3301, b4202, b3304	5.803084246141363e-10
8524654	https://pubmed.ncbi.nlm.nih.gov/8524654	7	7	1.7104705542185184e-11	b3230, b3298, b3636, b3984, b3316, b3308, b3313	5.664915573614188e-10
2645289	https://pubmed.ncbi.nlm.nih.gov/2645289	7	7	1.7104705542185184e-11	b3318, b3231, b2606, b3636, b3315, b3637, b1716	5.533173350971997e-10
6182899	https://pubmed.ncbi.nlm.nih.gov/6182899	7	7	1.7104705542185184e-11	b3318, b3341, b3307, b3315, b3301, b4202, b3304	5.40741941117718e-10
352722	https://pubmed.ncbi.nlm.nih.gov/352722	7	7	1.7104705542185184e-11	b3318, b3341, b3307, b3315, b3301, b4202, b3304	5.287254535373242e-10
7020604	https://pubmed.ncbi.nlm.nih.gov/7020604	7	7	1.7104705542185184e-11	b3342, b3341, b3065, b3314, b3297, b0169, b4202	5.172314219386868e-10
15492007	https://pubmed.ncbi.nlm.nih.gov/15492007	7	8	1.3347701209572066e-10	b3986, b3985, b3231, b3983, b3305, b3299, b3313	3.950351570747818e-09
2665813	https://pubmed.ncbi.nlm.nih.gov/2665813	6	6	6.045531991631354e-10	b3318, b3231, b2606, b3636, b3637, b1716	1.751944791741503e-08
2653827	https://pubmed.ncbi.nlm.nih.gov/2653827	6	6	6.045531991631354e-10	b3231, b2606, b3636, b3315, b3637, b1716	1.7161908163998395e-08
6349681	https://pubmed.ncbi.nlm.nih.gov/6349681	6	6	6.045531991631354e-10	b3342, b3341, b3297, b3298, b3316, b4202	1.6818670000718427e-08
11123687	https://pubmed.ncbi.nlm.nih.gov/11123687	6	6	6.045531991631354e-10	b3838, b4483, b0627, b3836, b0997, b3839	1.6488892157567085e-08
9649434	https://pubmed.ncbi.nlm.nih.gov/9649434	6	6	6.045531991631354e-10	b3838, b4483, b0627, b3836, b3839, b1474	1.6171798077613873e-08
12809609	https://pubmed.ncbi.nlm.nih.gov/12809609	6	6	6.045531991631354e-10	b3314, b3306, b3298, b3310, b0169, b3308	1.5866669811998516e-08
9813114	https://pubmed.ncbi.nlm.nih.gov/9813114	6	6	6.045531991631354e-10	b4203, b3309, b3319, b3308, b3304, b3317	1.5572842593257802e-08
7559446	https://pubmed.ncbi.nlm.nih.gov/7559446	6	6	6.045531991631354e-10	b3342, b3294, b3307, b3185, b3304, b1717	1.5289700000653116e-08
9660752	https://pubmed.ncbi.nlm.nih.gov/9660752	6	6	6.045531991631354e-10	b3838, b0627, b3836, b0972, b3839, b1474	1.5016669643498595e-08
2459389	https://pubmed.ncbi.nlm.nih.gov/2459389	6	6	6.045531991631354e-10	b3342, b3065, b3297, b3303, b4202, b4200	1.4753219298875812e-08
387748	https://pubmed.ncbi.nlm.nih.gov/387748	6	6	6.045531991631354e-10	b3983, b3302, b3312, b0023, b3301, b3637	1.4498853448895196e-08
3279390	https://pubmed.ncbi.nlm.nih.gov/3279390	6	6	6.045531991631354e-10	b3341, b3306, b3230, b3311, b3316, b3165	1.4253110170100361e-08
6154696	https://pubmed.ncbi.nlm.nih.gov/6154696	6	7	4.129244160888836e-09	b3296, b3298, b3297, b3294, b3299, b3313	9.572964379660619e-08
15516557	https://pubmed.ncbi.nlm.nih.gov/15516557	6	8	1.6116545607268187e-08	b3838, b0627, b3981, b3836, b3300, b3839	3.6751008097885326e-07
10896209	https://pubmed.ncbi.nlm.nih.gov/10896209	6	8	1.6116545607268187e-08	b3838, b4483, b3836, b2997, b0972, b3839	3.615824990275814e-07
19666509	https://pubmed.ncbi.nlm.nih.gov/19666509	5	5	2.1198682503988638e-08	b3838, b3017, b0627, b3836, b3839	4.680534502071142e-07
386275	https://pubmed.ncbi.nlm.nih.gov/386275	5	5	2.1198682503988638e-08	b3318, b3315, b0023, b1716, b4203	4.6074011504762806e-07
15383326	https://pubmed.ncbi.nlm.nih.gov/15383326	5	5	2.1198682503988638e-08	b3986, b3936, b3984, b3637, b4203	4.5365180558535686e-07
15347649	https://pubmed.ncbi.nlm.nih.gov/15347649	5	5	2.1198682503988638e-08	b3017, b0123, b0997, b3839, b0152	4.467782933795181e-07
11422364	https://pubmed.ncbi.nlm.nih.gov/11422364	5	5	2.1198682503988638e-08	b3838, b4483, b0627, b3836, b3839	4.401099606425104e-07
11922668	https://pubmed.ncbi.nlm.nih.gov/11922668	5	5	2.1198682503988638e-08	b3838, b4483, b0627, b3836, b3839	4.3363775533894406e-07
8034577	https://pubmed.ncbi.nlm.nih.gov/8034577	5	5	2.1198682503988638e-08	b3341, b3307, b3312, b4202, b3304	4.273531501891043e-07
11350936	https://pubmed.ncbi.nlm.nih.gov/11350936	5	5	2.1198682503988638e-08	b3838, b3017, b0627, b3836, b3839	4.212481051864028e-07
7529559	https://pubmed.ncbi.nlm.nih.gov/7529559	5	5	2.1198682503988638e-08	b3231, b3636, b3984, b1089, b3313	4.1531503328236894e-07
15567273	https://pubmed.ncbi.nlm.nih.gov/15567273	5	5	2.1198682503988638e-08	b3838, b4483, b0627, b3836, b3839	4.0954676893122494e-07
7000779	https://pubmed.ncbi.nlm.nih.gov/7000779	5	5	2.1198682503988638e-08	b3342, b3341, b3065, b3297, b4202	4.039365392198383e-07
19880597	https://pubmed.ncbi.nlm.nih.gov/19880597	7	13	2.5285439659387137e-08	b3838, b2817, b2435, b3836, b0093, b3839, b3009	4.7529792657037173e-07
18304323	https://pubmed.ncbi.nlm.nih.gov/18304323	48	756	3.742200173773287e-08	b3986, b0528, b3321, b3341, b3231, b3983, b3297, b3298, b2606, b1848, b3303, b0435, b3310, b3316, b0023, b2185, b3924, b4200, b1716, b3309, b3342, b4203, b3230, b3296, b3320, b3636, b3319, b3315, b0460, b3065, b3314, b3306, b3203, b1719, b3294, b3936, b3305, b3165, b4202, b3304, b3317, b3985, b1494, b2687, b3984, b1089, b3308, b3637	6.940533922291522e-07
15385959	https://pubmed.ncbi.nlm.nih.gov/15385959	6	10	1.1508703029987512e-07	b3838, b2996, b3836, b2997, b0997, b3839	2.1063955150937668e-06
9546395	https://pubmed.ncbi.nlm.nih.gov/9546395	5	6	1.241693290281162e-07	b3838, b4483, b0627, b3836, b3839	2.2431108659494757e-06
16043501	https://pubmed.ncbi.nlm.nih.gov/16043501	5	6	1.241693290281162e-07	b3341, b3065, b3984, b0169, b4202	2.214353034334739e-06
11099493	https://pubmed.ncbi.nlm.nih.gov/11099493	5	6	1.241693290281162e-07	b3838, b0627, b3836, b0997, b3839	2.1863232490899952e-06
11454216	https://pubmed.ncbi.nlm.nih.gov/11454216	5	6	1.241693290281162e-07	b3838, b4483, b0627, b3836, b3839	2.1589942084763706e-06
16923067	https://pubmed.ncbi.nlm.nih.gov/16923067	5	6	1.241693290281162e-07	b3838, b4483, b0627, b3836, b3839	2.1323399589890077e-06
21873635	https://pubmed.ncbi.nlm.nih.gov/21873635	90	2079	2.129264122687581e-07	b3986, b2247, b3231, b2162, b2410, b3311, b3230, b3320, b0385, b3017, b3203, b2922, b1719, b2997, b1019, b3318, b2817, b3949, b0177, b3297, b3298, b3316, b3185, b2185, b1588, b1716, b0152, b1717, b0286, b3300, b3306, b2617, b4202, b2660, b3984, b1474, b3321, b2206, b3341, b3983, b2606, b3303, b3310, b1872, b3924, b3839, b3342, b3296, b3307, b3315, b3601, b2254, b3314, b3302, b0164, b3294, b2435, b0972, b3301, b3450, b2205, b3981, b3319, b3637, b1587, b3894, b0435, b0894, b0023, b4200, b3186, b3309, b4203, b3636, b0324, b3312, b2609, b1424, b4483, b2061, b3305, b3165, b0997, b3304, b3317, b3985, b0123, b0169, b3308, b3313	3.6119590178761283e-06
17215254	https://pubmed.ncbi.nlm.nih.gov/17215254	6	11	2.4705911339264525e-07	b3838, b0123, b0894, b3836, b1019, b3839	4.140472611194814e-06
10652088	https://pubmed.ncbi.nlm.nih.gov/10652088	5	7	4.242695411961845e-07	b3838, b4483, b0627, b3836, b3839	7.02570156909396e-06
10747959	https://pubmed.ncbi.nlm.nih.gov/10747959	5	7	4.242695411961845e-07	b3838, b4483, b0627, b3836, b3839	6.943046256516384e-06
16980457	https://pubmed.ncbi.nlm.nih.gov/16980457	4	4	7.375090025984436e-07	b3836, b3838, b4483, b3839	1.1928779332725988e-05
10593889	https://pubmed.ncbi.nlm.nih.gov/10593889	4	4	7.375090025984436e-07	b0123, b3836, b3838, b3017	1.17916669266027e-05
8008286	https://pubmed.ncbi.nlm.nih.gov/8008286	4	4	7.375090025984436e-07	b0627, b3838, b3836, b3839	1.165767071152767e-05
10939242	https://pubmed.ncbi.nlm.nih.gov/10939242	4	4	7.375090025984436e-07	b0627, b3836, b3838, b3839	1.1526685647353202e-05
11591389	https://pubmed.ncbi.nlm.nih.gov/11591389	4	4	7.375090025984436e-07	b0627, b3838, b3836, b3839	1.139861136238261e-05
3894368	https://pubmed.ncbi.nlm.nih.gov/3894368	4	4	7.375090025984436e-07	b3318, b3301, b3315, b3304	1.1273351896861922e-05
15557327	https://pubmed.ncbi.nlm.nih.gov/15557327	4	4	7.375090025984436e-07	b0627, b3838, b3836, b3839	1.115081546320038e-05
16092529	https://pubmed.ncbi.nlm.nih.gov/16092529	4	4	7.375090025984436e-07	b0627, b3836, b3838, b3839	1.103091422166059e-05
11004447	https://pubmed.ncbi.nlm.nih.gov/11004447	4	4	7.375090025984436e-07	b0627, b3836, b3838, b3839	1.0913564070366329e-05
12021272	https://pubmed.ncbi.nlm.nih.gov/12021272	4	4	7.375090025984436e-07	b3836, b3838, b0997, b3839	1.0798684448572999e-05
2438658	https://pubmed.ncbi.nlm.nih.gov/2438658	4	4	7.375090025984436e-07	b3230, b3316, b3341, b3307	1.0686198152233697e-05
19071121	https://pubmed.ncbi.nlm.nih.gov/19071121	4	4	7.375090025984436e-07	b3301, b3304, b2606, b3313	1.0576031160973556e-05
6753920	https://pubmed.ncbi.nlm.nih.gov/6753920	4	4	7.375090025984436e-07	b3318, b3301, b3315, b3304	1.04681124756575e-05
18836181	https://pubmed.ncbi.nlm.nih.gov/18836181	4	4	7.375090025984436e-07	b3836, b3838, b0997, b3839	1.0362373965802373e-05
9427745	https://pubmed.ncbi.nlm.nih.gov/9427745	4	4	7.375090025984436e-07	b3836, b3838, b0997, b3839	1.025875022614435e-05
2459390	https://pubmed.ncbi.nlm.nih.gov/2459390	4	4	7.375090025984436e-07	b3314, b3307, b3298, b3321	1.0157178441727079e-05
17908913	https://pubmed.ncbi.nlm.nih.gov/17908913	4	4	7.375090025984436e-07	b3836, b3838, b3839, b3017	1.0057598260925833e-05
11279240	https://pubmed.ncbi.nlm.nih.gov/11279240	4	4	7.375090025984436e-07	b0627, b3836, b3838, b3839	9.9599516758683e-06
14580344	https://pubmed.ncbi.nlm.nih.gov/14580344	4	4	7.375090025984436e-07	b3836, b3838, b3839, b3017	9.864182909754182e-06
15225613	https://pubmed.ncbi.nlm.nih.gov/15225613	4	4	7.375090025984436e-07	b0627, b3838, b3836, b3839	9.770238310613666e-06
2495985	https://pubmed.ncbi.nlm.nih.gov/2495985	4	4	7.375090025984436e-07	b3231, b3637, b3318, b3315	9.678066251079575e-06
10889030	https://pubmed.ncbi.nlm.nih.gov/10889030	4	4	7.375090025984436e-07	b3836, b3838, b4483, b3839	9.587617033779766e-06
17212781	https://pubmed.ncbi.nlm.nih.gov/17212781	4	4	7.375090025984436e-07	b3836, b3838, b3839, b3017	9.498842801985509e-06
15546663	https://pubmed.ncbi.nlm.nih.gov/15546663	4	4	7.375090025984436e-07	b0627, b3836, b3838, b3839	9.411697455178303e-06
1648086	https://pubmed.ncbi.nlm.nih.gov/1648086	4	4	7.375090025984436e-07	b0627, b3838, b3836, b3839	9.326136569222136e-06
8308887	https://pubmed.ncbi.nlm.nih.gov/8308887	4	4	7.375090025984436e-07	b3231, b3318, b1716, b3315	9.242117320850765e-06
6163479	https://pubmed.ncbi.nlm.nih.gov/6163479	4	4	7.375090025984436e-07	b3318, b3231, b3637, b2606	9.159598416200312e-06
16452624	https://pubmed.ncbi.nlm.nih.gov/16452624	4	4	7.375090025984436e-07	b3836, b3838, b0997, b3839	9.078540023136592e-06
18036542	https://pubmed.ncbi.nlm.nih.gov/18036542	4	4	7.375090025984436e-07	b0894, b3836, b3838, b0997	8.998903707144166e-06
12711311	https://pubmed.ncbi.nlm.nih.gov/12711311	4	4	7.375090025984436e-07	b3836, b3838, b0997, b3839	8.920652370560304e-06
2207163	https://pubmed.ncbi.nlm.nih.gov/2207163	4	4	7.375090025984436e-07	b3310, b3298, b3321, b3294	8.843750194952026e-06
6208366	https://pubmed.ncbi.nlm.nih.gov/6208366	4	4	7.375090025984436e-07	b3165, b3306, b4202, b4200	8.768162586448162e-06
12787348	https://pubmed.ncbi.nlm.nih.gov/12787348	6	15	2.4266428996199973e-06	b3838, b0627, b2817, b2435, b3836, b3839	2.8605595537045898e-05
18615097	https://pubmed.ncbi.nlm.nih.gov/18615097	4	5	3.6027502829762634e-06	b4072, b0627, b2205, b3836	4.2112820534621706e-05
20169075	https://pubmed.ncbi.nlm.nih.gov/20169075	4	5	3.6027502829762634e-06	b0894, b3836, b3838, b3839	4.1761880363499855e-05
377281	https://pubmed.ncbi.nlm.nih.gov/377281	4	5	3.6027502829762634e-06	b3983, b3986, b3984, b3985	4.141674085636349e-05
1108010	https://pubmed.ncbi.nlm.nih.gov/1108010	4	5	3.6027502829762634e-06	b3296, b3298, b3297, b3294	4.1077259373934284e-05
2989779	https://pubmed.ncbi.nlm.nih.gov/2989779	4	5	3.6027502829762634e-06	b3296, b3297, b3298, b3294	4.0743297915609614e-05
15470461	https://pubmed.ncbi.nlm.nih.gov/15470461	6	18	8.36361082502273e-06	b3703, b3636, b3936, b3312, b1089, b3185	9.382082788392433e-05
15667278	https://pubmed.ncbi.nlm.nih.gov/15667278	5	11	8.479220150216043e-06	b0894, b2997, b3836, b0972, b0997	9.435676183160412e-05
17456749	https://pubmed.ncbi.nlm.nih.gov/17456749	4	6	1.0559912190872559e-05	b3836, b3838, b0997, b3839	0.00011657807823415659
7016843	https://pubmed.ncbi.nlm.nih.gov/7016843	4	6	1.0559912190872559e-05	b3983, b3986, b3984, b3985	0.00011566014061026558
1825852	https://pubmed.ncbi.nlm.nih.gov/1825852	4	6	1.0559912190872559e-05	b3983, b3986, b3984, b3985	0.00011475654576174788
7035827	https://pubmed.ncbi.nlm.nih.gov/7035827	4	6	1.0559912190872559e-05	b3983, b3986, b3984, b3985	0.00011386696013568782
6292159	https://pubmed.ncbi.nlm.nih.gov/6292159	4	6	1.0559912190872559e-05	b3983, b3986, b3984, b3985	0.00011299106044233637
2443706	https://pubmed.ncbi.nlm.nih.gov/2443706	4	6	1.0559912190872559e-05	b3983, b3986, b3984, b3985	0.00011212853326338725
151587	https://pubmed.ncbi.nlm.nih.gov/151587	4	6	1.0559912190872559e-05	b3342, b3310, b3341, b3311	0.00011127907467805855
6325390	https://pubmed.ncbi.nlm.nih.gov/6325390	4	6	1.0559912190872559e-05	b3983, b3986, b3984, b3985	0.00011044238990604308
20974141	https://pubmed.ncbi.nlm.nih.gov/20974141	5	12	1.4191409904116518e-05	b3894, b2206, b0894, b2997, b0997	0.0001473153072882543
15361881	https://pubmed.ncbi.nlm.nih.gov/15361881	6	20	1.6629214130224433e-05	b3703, b3636, b3936, b3312, b1089, b3185	0.00017134249522327545
